route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1,G2509F_G13,G2509F_G13_001-01_2,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_3,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_4,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_5,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_6,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_7,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_8,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_9,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_10,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_11,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_12,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_13,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_14,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_15,Parque del Sur,1,001-01,12
1,G2509F_G13,G2509F_G13_001-01_16,San Andrés,0,001-01,14
1,G2509F_G13,G2509F_G13_001-01_17,Parque del Sur,1,001-01,12
