route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
76,G2509F_G13,G2509F_G13_076-02_14,R. Suarez,0,076-02,762
76,G2509F_G13,G2509F_G13_076-02_15,R. Suarez,0,076-02,762
76,G2509F_G13,G2509F_G13_076-02_16,R. Suarez,0,076-02,762
76,G2509F_G13,G2509F_G13_076-02_17,R. Suarez,0,076-02,762
76,G2509F_G13,G2509F_G13_076-02_18,R. Suarez,0,076-02,762
1,G2510D_B4,G2510D_B4_001-01_2,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_3,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_4,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_5,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_6,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_7,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_8,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_9,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_10,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_11,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_12,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_13,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_14,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_15,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_16,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_17,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_18,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_19,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_20,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-01_21,Parque del Sur,1,001-01,12
1,G2510D_B4,G2510D_B4_001-01_22,San Andrés,0,001-01,14
1,G2510D_B4,G2510D_B4_001-02_2,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_3,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_4,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_5,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_6,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_7,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_8,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_9,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_10,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_11,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_12,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_13,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_14,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_15,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_16,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_17,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-02_18,Parque del Sur,1,001-02,12
1,G2510D_B4,G2510D_B4_001-02_19,San Andrés,0,001-02,14
1,G2510D_B4,G2510D_B4_001-03_2,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_3,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_4,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_5,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_6,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_7,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_8,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_9,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_10,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_11,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_12,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_13,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_14,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_15,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-03_16,San Andrés,0,001-03,14
1,G2510D_B4,G2510D_B4_001-03_17,Parque del Sur,1,001-03,12
1,G2510D_B4,G2510D_B4_001-04_2,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_3,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_4,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_5,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_6,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_7,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_8,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_9,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_10,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_11,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_12,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_13,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_14,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_15,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_16,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-04_17,Parque del Sur,1,001-04,12
1,G2510D_B4,G2510D_B4_001-04_18,San Andrés,0,001-04,14
1,G2510D_B4,G2510D_B4_001-05_2,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_3,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_4,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_5,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_6,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_7,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_8,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_9,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_10,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_11,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_12,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_13,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_14,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_15,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_16,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-05_17,San Andrés,0,001-05,14
1,G2510D_B4,G2510D_B4_001-05_18,Parque del Sur,1,001-05,12
1,G2510D_B4,G2510D_B4_001-06_2,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_3,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_4,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_5,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_6,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_7,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_8,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_9,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_10,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_11,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_12,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_13,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_14,San Andrés,0,001-06,14
1,G2510D_B4,G2510D_B4_001-06_15,Parque del Sur,1,001-06,12
1,G2510D_B4,G2510D_B4_001-06_16,San Andrés,0,001-06,14
15,G2510D_B4,G2510D_B4_001-07_2,Virreina,1,001-07,152
15,G2510D_B4,G2510D_B4_001-07_3,Santa Paula,0,001-07,151
1,G2510D_B4,G2510D_B4_001-07_5,Parque del Sur,1,001-07,12
1,G2510D_B4,G2510D_B4_001-07_6,San Andrés,0,001-07,14
1,G2510D_B4,G2510D_B4_001-08_2,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_3,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_4,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_5,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_6,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_7,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_8,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_9,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_10,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_11,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_12,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_13,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_14,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_15,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_16,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-08_17,Parque del Sur,1,001-08,12
1,G2510D_B4,G2510D_B4_001-08_18,San Andrés,0,001-08,14
1,G2510D_B4,G2510D_B4_001-09_2,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_3,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_4,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_5,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_6,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_7,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_8,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_9,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_10,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_11,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_12,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_13,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_14,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_15,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-09_16,San Andrés,0,001-09,14
1,G2510D_B4,G2510D_B4_001-09_17,Parque del Sur,1,001-09,12
1,G2510D_B4,G2510D_B4_001-10_2,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_3,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_4,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_5,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_6,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_7,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_8,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_9,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_10,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_11,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_12,San Andrés,0,001-10,14
1,G2510D_B4,G2510D_B4_001-10_13,Parque del Sur,1,001-10,12
1,G2510D_B4,G2510D_B4_001-10_14,San Andrés,0,001-10,14
2,G2510D_B4,G2510D_B4_002-01_2,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_3, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_4,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_5, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_6,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_7, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_8,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_9, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_10,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_11, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_12,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_13, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_14,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_15, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_16,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_17, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_18,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_19, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_20,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_21, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_22,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_23, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_24,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_25, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_26,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_27, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_28,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_29, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_30,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_31, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_32,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-01_33, Alameda Principal,1,002-01,25
2,G2510D_B4,G2510D_B4_002-01_34,Huerta Nueva,0,002-01,24
2,G2510D_B4,G2510D_B4_002-02_2,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_3, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_4,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_5, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_6,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_7, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_8,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_9, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_10,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_11, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_12,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_13, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_14,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_15, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_16,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_17, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_18,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_19, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_20,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_21, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_22,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_23, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_24,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_25, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_26,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_27, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_28,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_29, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_30,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_31, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_32,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-02_33, Alameda Principal,1,002-02,25
2,G2510D_B4,G2510D_B4_002-02_34,Huerta Nueva,0,002-02,24
2,G2510D_B4,G2510D_B4_002-03_2,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_3, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_4,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_5, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_6,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_7, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_8,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_9, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_10,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_11, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_12,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_13, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_14,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_15, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_16,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_17, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_18,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_19, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_20,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_21, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-03_22,Huerta Nueva,0,002-03,24
2,G2510D_B4,G2510D_B4_002-03_23, Alameda Principal,1,002-03,25
2,G2510D_B4,G2510D_B4_002-04_2,Huerta Nueva,0,002-04,24
2,G2510D_B4,G2510D_B4_002-04_3, Alameda Principal,1,002-04,25
2,G2510D_B4,G2510D_B4_002-04_4,Huerta Nueva,0,002-04,24
2,G2510D_B4,G2510D_B4_002-04_5, Alameda Principal,1,002-04,25
2,G2510D_B4,G2510D_B4_002-04_6,Huerta Nueva,0,002-04,24
2,G2510D_B4,G2510D_B4_002-04_7, Alameda Principal,1,002-04,25
2,G2510D_B4,G2510D_B4_002-04_8,Huerta Nueva,0,002-04,24
2,G2510D_B4,G2510D_B4_002-04_9, Alameda Principal,1,002-04,25
2,G2510D_B4,G2510D_B4_002-04_10,Huerta Nueva,0,002-04,24
2,G2510D_B4,G2510D_B4_002-04_11, Alameda Principal,1,002-04,25
2,G2510D_B4,G2510D_B4_002-04_12,Huerta Nueva,0,002-04,24
42,G2510D_B4,G2510D_B4_002-04_14,Plaza de la Marina,0,002-04,422
3,G2510D_B4,G2510D_B4_003-01_2,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_3,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_4,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_5,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_6,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_7,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_8,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_9,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_10,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_11,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_12,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_13,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_14,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-01_15,El Palo (Olias),0,003-01,31
3,G2510D_B4,G2510D_B4_003-01_16,Puerta Blanca,1,003-01,32
3,G2510D_B4,G2510D_B4_003-02_2,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_3,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_4,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_5,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_6,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_7,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_8,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_9,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_10,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_11,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_12,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_13,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_14,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_15,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-02_16,Puerta Blanca,1,003-02,32
3,G2510D_B4,G2510D_B4_003-02_17,El Palo (Olias),0,003-02,31
3,G2510D_B4,G2510D_B4_003-03_2,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_3,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_4,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_5,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_6,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_7,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_8,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_9,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_10,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_11,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_12,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_13,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_14,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_15,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_16,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-03_17,El Palo (Olias),0,003-03,31
3,G2510D_B4,G2510D_B4_003-03_18,Puerta Blanca,1,003-03,32
3,G2510D_B4,G2510D_B4_003-04_2,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_3,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_4,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_5,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_6,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_7,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_8,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_9,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_10,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_11,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_12,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_13,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_14,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_15,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_16,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_17,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-04_18,Puerta Blanca,1,003-04,32
3,G2510D_B4,G2510D_B4_003-04_19,El Palo (Olias),0,003-04,31
3,G2510D_B4,G2510D_B4_003-05_2,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_3,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_4,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_5,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_6,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_7,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_8,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_9,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_10,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_11,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_12,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_13,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_14,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-05_15,El Palo (Olias),0,003-05,31
3,G2510D_B4,G2510D_B4_003-05_16,Puerta Blanca,1,003-05,32
3,G2510D_B4,G2510D_B4_003-06_2,Puerta Blanca,1,003-06,32
3,G2510D_B4,G2510D_B4_003-06_3,El Palo (Olias),0,003-06,31
3,G2510D_B4,G2510D_B4_003-06_4,Puerta Blanca,1,003-06,32
3,G2510D_B4,G2510D_B4_003-06_5,El Palo (Olias),0,003-06,31
3,G2510D_B4,G2510D_B4_003-06_6,Puerta Blanca,1,003-06,32
3,G2510D_B4,G2510D_B4_003-06_7,El Palo (Olias),0,003-06,31
3,G2510D_B4,G2510D_B4_003-06_8,Puerta Blanca,1,003-06,32
3,G2510D_B4,G2510D_B4_003-06_9,El Palo (Olias),0,003-06,31
3,G2510D_B4,G2510D_B4_003-06_10,Puerta Blanca,1,003-06,32
